level_1,level_2,level_3,folder_path,duration,emissions,cpu_energy,gpu_energy,ram_energy,energy_consumed,emissions_rate,cpu_power,gpu_power,ram_power
Gemma2-2b,00-Query-Agent-MDTE-gemma2-2b-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-MDTE-gemma2-2b-0.0-Test01\JSON,31.771632899995893,0.00018121402995376984,0.0003740829045145229,7.096422343844111e-05,0.0001028941088522492,0.0005479412368051951,8.232565277075315e-06,42.5,52.130845854030895,11.876811504364014
Gemma2-2b,00-Query-Agent-MDTE-gemma2-2b-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-MDTE-gemma2-2b-0.0-Test02\JSON,25.949529899982736,0.0001470127647269084,0.0003059485868051266,5.451115471988288e-05,8.406630400898234e-05,0.000444526045534051,6.01202083574529e-06,42.5,18.382528595002416,11.876811504364014
Gemma2-2b,00-Query-Agent-MDTE-gemma2-2b-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-MDTE-gemma2-2b-0.0-Test03\JSON,6.4237907000642736,3.821741500727661e-05,7.554622916636112e-05,1.9642237936157162e-05,2.03704532080684e-05,0.00011555892031057412,8.28782616008707e-06,42.5,53.53634951509312,11.876811504364014
Gemma2-2b,00-Query-Agent-MDTE-gemma2-2b-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-MDTE-gemma2-2b-1.0-Test01\JSON,62.853994499979315,0.00035105630176009557,0.0007402500305553425,0.00011728370493852618,0.00020396367849663026,0.0010614974139905148,5.955348206062976e-06,42.5,12.336904797956938,11.876811504364014
Gemma2-2b,00-Query-Agent-MDTE-gemma2-2b-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-MDTE-gemma2-2b-1.0-Test02\JSON,42.074212599982275,0.00023971958105377858,0.0004932655211113328,9.638368821773824e-05,0.0001351966746379322,0.0007248458839668841,6.538574733283162e-06,42.5,40.30187273702756,11.876811504364014
Gemma2-2b,00-Query-Agent-MDTE-gemma2-2b-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-MDTE-gemma2-2b-1.0-Test03\JSON,104.2330044999544,0.0005856047460157649,0.0012273623107633184,0.00020604488705792265,0.0003373000089705414,0.001770707206791749,8.465974987908057e-06,42.5,55.1281122981071,11.876811504364014
Gemma2-2b,00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-0.0-Test01\JSON,4.560603099991567,2.498012044919359e-05,5.335325215293981e-05,7.722228400286468e-06,1.4457512659098391e-05,7.553299321232468e-05,5.549686826521943e-06,42.5,6.611617136624744,11.876811504364014
Gemma2-2b,00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-0.0-Test02\JSON,3.1549555000092364,1.7256552426711755e-05,3.670690291663858e-05,5.61917116215227e-06,9.852980060118291e-06,5.217905413890916e-05,7.807714266704291e-06,42.5,47.48714641461269,11.876811504364014
Gemma2-2b,00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-0.0-Test03\JSON,5.400983299972722,2.9795564292731806e-05,6.352824562511361e-05,9.238896280017173e-06,1.7326425099785203e-05,9.009356700491598e-05,5.570096452247476e-06,42.5,7.037312036417475,11.876811504364014
Gemma2-2b,00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Mobile app software engineering\Gemma2-2b\00-Query-Agent-RAG-WEB-MDTE-gemma2-2b-1.0-Test01\JSON,41.27487649998511,0.0002288781977911602,0.0004861945104164528,7.199477981734148e-05,0.0001338752414552327,0.00069206453168908,5.561387636987161e-06,42.5,35.67232283180718,11.876811504364014
