level_1,level_2,level_3,folder_path,duration,emissions,cpu_energy,gpu_energy,ram_energy,energy_consumed,emissions_rate,cpu_power,gpu_power,ram_power
Gemma2-2b,00-Query-Agent-RAG-WEB-MDE-DTs-gemma2-2b-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Gemma2-2b\00-Query-Agent-RAG-WEB-MDE-DTs-gemma2-2b-1.0-Test01\JSON,1.8381600000138858,1.0016462596747833e-05,2.1593677430589893e-05,3.0013912901694084e-06,5.691951026420563e-06,3.0287019747179874e-05,5.5532910841319534e-06,42.5,6.520310122941556,11.876811504364014
Gemma2-2b,00-Query-Agent-RAG-WEB-MDE-DTs-gemma2-2b-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Gemma2-2b\00-Query-Agent-RAG-WEB-MDE-DTs-gemma2-2b-1.0-Test02\JSON,4.808175700018182,2.6667530679129466e-05,5.6613093055663444e-05,8.73111809651661e-06,1.5291045105808513e-05,8.063525625798857e-05,7.701847327275204e-06,42.5,44.16040714765651,11.876811504364014
Gemma2-2b,00-Query-Agent-RAG-WEB-MDE-DTs-gemma2-2b-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Gemma2-2b\00-Query-Agent-RAG-WEB-MDE-DTs-gemma2-2b-1.0-Test03\JSON,52.99490250000963,0.00029438599038965465,0.000624788182707238,9.348007478315878e-05,0.00017187376801067154,0.000890142025501063,5.6271234854408665e-06,42.5,7.389416626622101,11.876811504364014
Llama3.1-8B,00-Query-Agent-MDE-DTs-llama3.1-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-MDE-DTs-llama3.1-0.0-Test01\JSON,26.30172729998594,0.00015506760335078215,0.0003099482830560364,7.436894838397379e-05,8.456442408139378e-05,0.00046888165552151103,8.666718451426164e-06,42.5,57.8723866755208,11.876811504364014
Llama3.1-8B,00-Query-Agent-MDE-DTs-llama3.1-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-MDE-DTs-llama3.1-0.0-Test02\JSON,17.85354660000303,0.00010355158988293574,0.00021005935486127333,4.663587064168695e-05,5.6416216520086254e-05,0.00031311144202303295,5.816789917612059e-06,42.5,5.758187411846723,11.876811504364014
Llama3.1-8B,00-Query-Agent-MDE-DTs-llama3.1-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-MDE-DTs-llama3.1-0.0-Test03\JSON,15.5261993999884,9.154368354756104e-05,0.0001826023136802818,4.4958924856342e-05,4.9241607233918196e-05,0.0002768028457705247,6.08459220336183e-06,42.5,18.08716490384621,11.876811504364014
Llama3.1-8B,00-Query-Agent-MDE-DTs-llama3.1-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-MDE-DTs-llama3.1-1.0-Test01\JSON,67.64916239999002,0.0004027293323728109,0.000793352234025913,0.00021018794592819745,0.00021420222406635665,0.0012177424040205262,7.909145255959687e-06,42.5,48.68820584874005,11.876811504364014
Llama3.1-8B,00-Query-Agent-MDE-DTs-llama3.1-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-MDE-DTs-llama3.1-1.0-Test02\JSON,27.056384900031844,0.00016202049889219215,0.00031851125979146303,8.588562426359303e-05,8.550840955528885e-05,0.0004899052936103703,6.0164530001797816e-06,42.5,9.101585483210346,11.876811504364014
Llama3.1-8B,00-Query-Agent-MDE-DTs-llama3.1-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-MDE-DTs-llama3.1-1.0-Test03\JSON,55.08780470000056,0.0003339438348458983,0.0006579586476387289,0.00017443708399413158,0.00017735830306080743,0.001009754034693781,6.716439732730995e-06,42.5,33.00873020018268,11.876811504364014
Llama3.1-8B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-0.0-Test01\JSON,3.8868204000027617,2.1418402915590314e-05,4.5753470624782086e-05,6.731116495739542e-06,1.2278754807012737e-05,6.476334192753437e-05,5.5543614279603385e-06,42.5,7.62956540327038,11.876811504364014
Llama3.1-8B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-0.0-Test02\JSON,41.858907799993176,0.0002324952590498552,0.0004933352695138222,7.398394807545117e-05,0.0001356823095421984,0.0007030015271315949,7.332834091203849e-06,42.5,37.34160192243526,11.876811504364014
Llama3.1-8B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-0.0-Test03\JSON,7.704647800012026,4.272241209845981e-05,9.076262340323512e-05,1.3736122099317072e-05,2.4682043261469756e-05,0.00012918078876402193,7.403866076331379e-06,42.5,42.09222238722,11.876811504364014
Llama3.1-8B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-1.0-Test01\JSON,4.373485399992205,2.4137334538237366e-05,5.148719402771652e-05,7.630561659865975e-06,1.3866885421269671e-05,7.298464110885215e-05,5.563097631863442e-06,42.5,6.359914502999363,11.876811504364014
Llama3.1-8B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-1.0-Test02\JSON,1.78397699999914,9.87739871237736e-06,2.094112062492665e-05,3.4822250065680294e-06,5.443183291567736e-06,2.986652892306242e-05,8.107043738893628e-06,42.5,51.13286841838552,11.876811504364014
Llama3.1-8B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.1-8B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.1-1.0-Test03\JSON,1.608811600002809,8.905202975265885e-06,1.8889096666427777e-05,3.1391691783788644e-06,4.898611359536291e-06,2.6926877204342936e-05,8.103697176475884e-06,42.5,50.10179648973532,11.876811504364014
Llama3.2-3B,00-Query-Agent-MDE-DTs-llama3.2-3b-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-MDE-DTs-llama3.2-3b-0.0-Test01\JSON,14.299220400003833,9.089310285650212e-05,0.00016818240486093133,6.079504863665264e-05,4.585821573263488e-05,0.0002748356692302067,6.4597017658868525e-06,42.5,36.2580071215512,11.876811504364014
Llama3.2-3B,00-Query-Agent-MDE-DTs-llama3.2-3b-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-MDE-DTs-llama3.2-3b-0.0-Test02\JSON,10.631251700018765,6.93333861445728e-05,0.0001251429440972465,5.054559599226849e-05,3.3956493275989165e-05,0.00020964503336546632,8.133142233742708e-06,42.5,50.23649520789815,11.876811504364014
Llama3.2-3B,00-Query-Agent-MDE-DTs-llama3.2-3b-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-MDE-DTs-llama3.2-3b-0.0-Test03\JSON,10.541023700017831,6.902560889129926e-05,0.00012422757319438665,5.072754058188522e-05,3.37592860788895e-05,0.000208714399855149,6.854435320180901e-06,42.5,30.490407235074205,11.876811504364014
Llama3.2-3B,00-Query-Agent-MDE-DTs-llama3.2-3b-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-MDE-DTs-llama3.2-3b-1.0-Test01\JSON,12.764088199968683,8.258363754059127e-05,0.00015042116847179286,5.846115788088469e-05,4.0827812014726916e-05,0.00024971013836738997,7.5131490496343875e-06,42.5,44.07570551542158,11.876811504364014
Llama3.2-3B,00-Query-Agent-MDE-DTs-llama3.2-3b-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-MDE-DTs-llama3.2-3b-1.0-Test02\JSON,36.94694140003412,0.0002224283660593407,0.00043508993562521386,0.00011826787239233028,0.00011920421176764298,0.0006725620197850061,9.664599521355213e-06,42.5,68.89270065550005,11.876811504364014
Llama3.2-3B,00-Query-Agent-MDE-DTs-llama3.2-3b-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-MDE-DTs-llama3.2-3b-1.0-Test03\JSON,16.912509899993893,0.0001038566164134309,0.000199251691041334,6.0271159328273434e-05,5.4510907736788044e-05,0.00031403375810630394,6.632405847034777e-06,42.5,29.74783993483415,11.876811504364014
Llama3.2-3B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-0.0-Test01\JSON,3.712535899991053,2.057268273062802e-05,4.372042409686401e-05,6.628060858826501e-06,1.1857632433226984e-05,6.22061173889175e-05,8.180571242531686e-06,42.5,51.18173602765391,11.876811504364014
Llama3.2-3B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-0.0-Test02\JSON,3.1545383999909973,1.7501492994789534e-05,3.713325583372959e-05,5.758893495855233e-06,1.0027537517788269e-05,5.29196868473731e-05,7.656379638134911e-06,42.5,44.0592939414976,11.876811504364014
Llama3.2-3B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-0.0-Test03\JSON,6.482793200018932,3.6076694991134065e-05,7.63751090276249e-05,1.1923620649501032e-05,2.078724384452714e-05,0.00010908597352165308,8.446216401621713e-06,42.5,55.22419453075064,11.876811504364014
Llama3.2-3B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-1.0-Test01\JSON,2.0933350000123023,1.1563672785971098e-05,2.4606516597547554e-05,3.872225319945244e-06,6.486614627875462e-06,3.496535654536826e-05,8.134317116082839e-06,42.5,52.85957819965351,11.876811504364014
Llama3.2-3B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-1.0-Test02\JSON,2.735502899988205,1.5033564027516429e-05,3.2184582986044716e-05,4.638059265982264e-06,8.634708202186066e-06,4.5457350454213035e-05,5.561871954391091e-06,42.5,6.432593530708618,11.876811504364014
Llama3.2-3B,00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Llama3.2-3B\00-Query-Agent-RAG-WEB-MDE-DTs-llama3.2-3b-1.0-Test03\JSON,9.492800799998804,5.275347961859292e-05,0.00011185507708313608,1.6977791359895633e-05,3.067910132756715e-05,0.00015951196977057503,8.988990981668354e-06,42.5,61.56257441702667,11.876811504364014
Mistral-Large,00-Query-Agent-MDE-DTs-mistral-large-latest-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-MDE-DTs-mistral-large-latest-0.0-Test01\JSON,99.09796360004111,0.0005520083728572087,0.0011684508507629515,0.00017867375404945207,0.00032199643745679617,0.0016691210422691931,8.244652521848536e-06,42.5,50.99613657157966,11.876811504364014
Mistral-Large,00-Query-Agent-MDE-DTs-mistral-large-latest-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-MDE-DTs-mistral-large-latest-0.0-Test02\JSON,27.157549299983657,0.0001511410480667917,0.0003201299749996533,4.8773372351096356e-05,8.81054881733699e-05,0.0004570088355241131,7.31130799393397e-06,42.5,39.04762601077535,11.876811504364014
Mistral-Large,00-Query-Agent-MDE-DTs-mistral-large-latest-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-MDE-DTs-mistral-large-latest-0.0-Test03\JSON,1.529194100003224,8.401880417510782e-06,1.797571618061637e-05,2.689168817404663e-06,4.740083638432918e-06,2.5404968636453957e-05,5.5671579238841e-06,42.5,6.658741356331619,11.876811504364014
Mistral-Large,00-Query-Agent-MDE-DTs-mistral-large-latest-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-MDE-DTs-mistral-large-latest-1.0-Test01\JSON,43.96990469998855,0.0002498647623771745,0.0005302897549995955,7.909978550202368e-05,0.0001461325731333944,0.0007555221136351784,7.912125841877847e-06,42.5,50.04486853887892,11.876811504364014
Mistral-Large,00-Query-Agent-MDE-DTs-mistral-large-latest-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-MDE-DTs-mistral-large-latest-1.0-Test02\JSON,40.589163699987694,0.00022583353531906676,0.00047825931416684887,7.282616937143162e-05,0.00013177282873703475,0.0006828583122752623,5.5700575601104925e-06,42.5,8.083775410285192,11.876811504364014
Mistral-Large,00-Query-Agent-MDE-DTs-mistral-large-latest-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-MDE-DTs-mistral-large-latest-1.0-Test03\JSON,25.48429370000668,0.00014170353905997634,0.0002998206652779095,4.6153092478462554e-05,8.249865396620813e-05,0.0004284724117225565,8.306855761456279e-06,42.5,52.287623497569626,11.876811504364014
Mistral-Large,00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-0.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-0.0-Test01\JSON,81.54038130007393,0.000453446690632744,0.0009612902922221608,0.00014542928300986802,0.00026437812925527896,0.0013710977044875188,5.601876277386748e-06,42.5,12.990876519365989,11.876811504364014
Mistral-Large,00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-0.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-0.0-Test02\JSON,51.724037300024065,0.00028739147701327064,0.000609597760693736,9.250646289382658e-05,0.0001668883229725364,0.0008689925465600211,8.800112857872913e-06,42.5,57.61797875062515,11.876811504364014
Mistral-Large,00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-0.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-0.0-Test03\JSON,3.3622178999939933,1.863215833638782e-05,3.956882104186865e-05,6.139727133369632e-06,1.0629958759333843e-05,5.633850693457211e-05,6.495863741676406e-06,42.5,26.70298322718112,11.876811504364014
Mistral-Large,00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-1.0-Test01,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-1.0-Test01\JSON,66.7418896999734,0.00037143091545411845,0.0007869539310409881,0.00011917148422524448,0.0002169792099858447,0.0011231046252520728,7.702155744595306e-06,42.5,43.93689291614144,11.876811504364014
Mistral-Large,00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-1.0-Test02,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-1.0-Test02\JSON,7.180913399992278,3.977895030659963e-05,8.460101708341327e-05,1.2780565779468844e-05,2.289898942710402e-05,0.00012028057228998613,6.778613909539756e-06,42.5,27.458198411871315,11.876811504364014
Mistral-Large,00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-1.0-Test03,JSON,C:\Users\vitto\Desktop\repo\01 - Search String Evaluation\Model-driven engineering for digital twins\Mistral-Large\00-Query-Agent-RAG-WEB-MDE-DTs-mistral-large-latest-1.0-Test03\JSON,22.585164899996016,0.0001255395975701491,0.00026628381847272273,4.012558765564833e-05,7.318770552010926e-05,0.0003795971116484807,5.5667161462599005e-06,42.5,6.582250669941665,11.876811504364014
